test_case,graph_name,error_rate,algo,ec,step_j,last_match_i,eta_e,eta_v,eta_v_star
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,114,16,98,294.0000,6251.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,115,16,99,294.0000,6251.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,116,16,100,294.0000,6251.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,117,16,101,294.0000,6251.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,118,16,102,294.0000,6251.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,119,16,103,455.0000,6430.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,120,16,104,455.0000,6430.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,121,16,105,454.0000,6429.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,122,16,106,453.0000,5933.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,123,16,107,453.0000,5933.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,124,16,108,566.0000,6061.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,125,16,109,576.0000,11007.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,126,16,110,596.0000,11027.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,127,16,111,594.0000,11025.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,128,16,112,594.0000,11025.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,129,16,113,594.0000,11025.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,130,16,114,592.0000,11023.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,131,16,115,592.0000,11023.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,132,16,116,592.0000,11023.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,133,16,117,590.0000,11021.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,134,16,118,590.0000,11021.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,135,16,119,590.0000,11021.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,136,16,120,590.0000,11021.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,137,16,121,588.0000,11019.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,138,16,122,588.0000,11019.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,139,16,123,588.0000,11019.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,140,16,124,598.0000,11029.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,141,16,125,598.0000,11029.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,142,16,126,598.0000,11029.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,143,16,127,598.0000,11029.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,144,16,128,598.0000,11029.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,145,16,129,597.0000,11028.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,146,16,130,597.0000,11028.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,147,16,131,597.0000,11028.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,148,16,132,600.0000,11031.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,149,16,133,609.0000,11040.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,150,16,134,609.0000,11040.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,151,16,135,607.0000,11038.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,152,16,136,606.0000,11037.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,153,16,137,605.0000,11036.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,154,16,138,605.0000,11036.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,155,16,139,605.0000,11036.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,156,16,140,605.0000,11036.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,157,16,141,605.0000,11036.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,158,16,142,615.0000,11046.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,159,16,143,614.0000,11044.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,160,16,144,619.0000,13524.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,161,16,145,619.0000,13524.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,162,16,146,618.0000,13523.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,163,16,147,620.0000,14517.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,164,16,148,620.0000,14517.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,165,16,149,620.0000,14517.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,166,16,150,620.0000,14517.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,167,16,151,619.0000,14516.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,168,16,152,618.0000,14515.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,169,16,153,617.0000,14514.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,170,16,154,615.0000,14512.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,171,16,155,615.0000,14512.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,172,16,156,615.0000,14512.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,173,16,157,615.0000,14512.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,174,16,158,615.0000,14512.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,175,16,159,617.0000,15504.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,176,16,160,617.0000,15504.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,177,16,161,626.0000,15517.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,178,16,162,625.0000,15516.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,179,16,163,625.0000,15516.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,180,16,164,629.0000,15520.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,181,16,165,627.0000,15518.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,182,16,166,627.0000,15518.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,183,16,167,625.0000,15516.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,184,16,168,625.0000,15516.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,185,16,169,625.0000,15516.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,186,16,170,636.0000,15534.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,187,16,171,634.0000,16522.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,188,16,172,640.0000,16528.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,189,16,173,640.0000,16528.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,190,16,174,640.0000,16528.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,191,16,175,640.0000,16528.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,192,16,176,640.0000,16528.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,193,16,177,640.0000,16528.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,194,16,178,640.0000,16528.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,195,16,179,640.0000,16528.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,196,16,180,640.0000,16528.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,197,16,181,644.0000,16536.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,198,16,182,665.0000,16576.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,199,16,183,665.0000,16576.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,noec,200,16,184,665.0000,16576.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,17,16,1,0.0000,0.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,18,16,2,0.0000,0.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,19,16,3,0.0000,0.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,20,16,4,2.0000,992.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,21,16,5,2.0000,992.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,22,16,6,19.0000,2003.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,23,16,7,19.0000,2003.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,24,16,8,19.0000,2003.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,25,16,9,19.0000,2003.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,26,16,10,19.0000,2003.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,27,16,11,24.0000,4483.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,28,16,12,24.0000,4483.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,29,16,13,24.0000,4483.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,30,16,14,24.0000,4483.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,31,16,15,24.0000,4483.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,32,16,16,30.0000,4489.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,33,16,17,30.0000,4489.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,34,16,18,30.0000,4489.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,35,16,19,30.0000,4489.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,36,16,20,30.0000,4489.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,37,16,21,30.0000,4489.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,38,16,22,30.0000,4489.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,39,16,23,30.0000,4489.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,40,16,24,30.0000,4489.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,41,16,25,30.0000,4489.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,42,16,26,30.0000,4489.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,43,16,27,30.0000,4489.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,44,16,28,30.0000,4489.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,45,16,29,33.0000,5977.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,46,16,30,38.0000,5982.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,47,16,31,38.0000,5982.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,48,16,32,38.0000,5982.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,49,16,33,38.0000,5982.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,50,16,34,38.0000,5982.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,51,16,35,38.0000,5982.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,52,16,36,38.0000,5982.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,53,16,37,38.0000,5982.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,54,16,38,38.0000,5982.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,55,16,39,42.0000,5986.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,56,16,40,69.0000,6022.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,57,16,41,69.0000,6022.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,58,16,42,69.0000,6022.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,59,16,43,69.0000,6022.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,60,16,44,69.0000,6022.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,61,16,45,69.0000,6022.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,62,16,46,69.0000,6022.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,63,16,47,69.0000,6022.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,64,16,48,69.0000,6022.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,65,16,49,68.0000,6021.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,66,16,50,68.0000,6021.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,67,16,51,68.0000,6021.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,68,16,52,98.0000,6055.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,69,16,53,98.0000,6055.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,70,16,54,98.0000,6055.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,71,16,55,98.0000,6055.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,72,16,56,98.0000,6055.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,73,16,57,105.0000,6062.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,74,16,58,105.0000,6062.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,75,16,59,111.0000,6068.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,76,16,60,111.0000,6068.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,77,16,61,111.0000,6068.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,78,16,62,111.0000,6068.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,79,16,63,111.0000,6068.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,80,16,64,115.0000,6072.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,81,16,65,115.0000,6072.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,82,16,66,115.0000,6072.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,83,16,67,115.0000,6072.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,84,16,68,115.0000,6072.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,85,16,69,115.0000,6072.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,86,16,70,115.0000,6072.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,87,16,71,115.0000,6072.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,88,16,72,115.0000,6072.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,89,16,73,114.0000,6071.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,90,16,74,114.0000,6071.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,91,16,75,113.0000,6070.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,92,16,76,255.0000,6212.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,93,16,77,255.0000,6212.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,94,16,78,255.0000,6212.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,95,16,79,260.0000,6217.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,96,16,80,260.0000,6217.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,97,16,81,260.0000,6217.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,98,16,82,262.0000,6219.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,99,16,83,262.0000,6219.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,100,16,84,272.0000,6229.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,101,16,85,272.0000,6229.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,102,16,86,272.0000,6229.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,103,16,87,272.0000,6229.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,104,16,88,272.0000,6229.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,105,16,89,284.0000,6241.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,106,16,90,284.0000,6241.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,107,16,91,284.0000,6241.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,108,16,92,284.0000,6241.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,109,16,93,284.0000,6241.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,110,16,94,284.0000,6241.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,111,16,95,294.0000,6251.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,112,16,96,294.0000,6251.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,113,16,97,294.0000,6251.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,114,16,98,294.0000,6251.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,115,16,99,294.0000,6251.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,116,16,100,294.0000,6251.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,117,16,101,294.0000,6251.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,118,16,102,294.0000,6251.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,119,16,103,455.0000,6430.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,120,16,104,455.0000,6430.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,121,16,105,454.0000,6429.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,122,16,106,453.0000,5933.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,123,16,107,453.0000,5933.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,124,16,108,566.0000,6061.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,125,16,109,576.0000,11007.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,126,16,110,596.0000,11027.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,127,16,111,594.0000,11025.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,128,16,112,594.0000,11025.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,129,16,113,594.0000,11025.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,130,16,114,592.0000,11023.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,131,16,115,592.0000,11023.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,132,16,116,592.0000,11023.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,133,16,117,590.0000,11021.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.50_case03_m200,synthetic,0.5000,decremental,ec,134,16,118,590.0000,11021.0000
