test_case,graph_name,error_rate,algo,step_j,last_match_i,eta_e,eta_v,eta_v_star
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case02_m200,synthetic,0.7000,fullydynamic,184,24,160,880.0000,1067.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case02_m200,synthetic,0.7000,fullydynamic,185,24,161,880.0000,1067.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case02_m200,synthetic,0.7000,fullydynamic,186,24,162,880.0000,1067.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case02_m200,synthetic,0.7000,fullydynamic,187,24,163,880.0000,1067.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case02_m200,synthetic,0.7000,fullydynamic,188,24,164,880.0000,1067.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case02_m200,synthetic,0.7000,fullydynamic,189,24,165,881.0000,1068.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case02_m200,synthetic,0.7000,fullydynamic,190,24,166,881.0000,1068.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case02_m200,synthetic,0.7000,fullydynamic,191,24,167,881.0000,1068.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case02_m200,synthetic,0.7000,fullydynamic,192,24,168,881.0000,1068.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case02_m200,synthetic,0.7000,fullydynamic,193,24,169,882.0000,1070.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case02_m200,synthetic,0.7000,fullydynamic,194,24,170,882.0000,1070.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case02_m200,synthetic,0.7000,fullydynamic,195,24,171,881.0000,1069.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case02_m200,synthetic,0.7000,fullydynamic,196,24,172,880.0000,1068.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case02_m200,synthetic,0.7000,fullydynamic,197,24,173,880.0000,1068.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case02_m200,synthetic,0.7000,fullydynamic,198,24,174,871.0000,1050.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case02_m200,synthetic,0.7000,fullydynamic,199,24,175,871.0000,1050.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case02_m200,synthetic,0.7000,fullydynamic,200,24,176,871.0000,1050.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,61,60,1,0.0000,0.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,62,60,2,16.0000,16.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,63,60,3,16.0000,16.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,64,60,4,16.0000,16.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,65,60,5,16.0000,16.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,66,60,6,16.0000,16.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,67,60,7,16.0000,16.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,68,60,8,23.0000,23.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,69,60,9,23.0000,23.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,70,60,10,23.0000,23.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,71,60,11,23.0000,23.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,72,60,12,23.0000,23.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,73,60,13,23.0000,23.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,74,60,14,34.0000,46.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,75,60,15,34.0000,46.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,76,60,16,43.0000,55.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,77,60,17,43.0000,55.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,78,60,18,43.0000,55.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,79,60,19,43.0000,55.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,80,60,20,43.0000,55.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,81,60,21,43.0000,55.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,82,60,22,43.0000,55.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,83,60,23,47.0000,63.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,84,60,24,53.0000,69.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,85,60,25,79.0000,95.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,86,60,26,80.0000,96.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,87,60,27,80.0000,96.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,88,60,28,80.0000,96.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,89,60,29,80.0000,96.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,90,60,30,174.0000,251.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,91,60,31,180.0000,257.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,92,60,32,180.0000,257.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,93,60,33,181.0000,259.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,94,60,34,181.0000,259.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,95,60,35,181.0000,259.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,96,60,36,199.0000,277.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,97,60,37,199.0000,277.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,98,60,38,199.0000,277.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,99,60,39,199.0000,277.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,100,60,40,279.0000,357.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,101,60,41,279.0000,357.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,102,60,42,285.0000,363.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,103,60,43,298.0000,376.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,104,60,44,299.0000,377.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,105,60,45,299.0000,377.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,106,60,46,298.0000,376.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,107,60,47,299.0000,378.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,108,60,48,340.0000,438.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,109,60,49,340.0000,438.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,110,60,50,339.0000,437.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,111,60,51,339.0000,437.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,112,60,52,340.0000,438.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,113,60,53,340.0000,438.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,114,60,54,341.0000,439.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,115,60,55,341.0000,439.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,116,60,56,341.0000,439.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,117,60,57,342.0000,440.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,118,60,58,343.0000,442.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,119,60,59,343.0000,442.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,120,60,60,343.0000,442.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,121,60,61,343.0000,442.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,122,60,62,350.0000,449.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,123,60,63,398.0000,497.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,124,60,64,398.0000,497.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,125,60,65,399.0000,478.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,126,60,66,399.0000,478.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,127,60,67,460.0000,582.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,128,60,68,460.0000,582.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,129,60,69,460.0000,582.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,130,60,70,465.0000,592.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,131,60,71,466.0000,595.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,132,60,72,469.0000,604.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,133,60,73,469.0000,604.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,134,60,74,469.0000,604.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,135,60,75,470.0000,607.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,136,60,76,470.0000,607.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,137,60,77,474.0000,2595.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,138,60,78,474.0000,2595.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,139,60,79,474.0000,2595.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,140,60,80,475.0000,2598.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,141,60,81,475.0000,2598.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,142,60,82,484.0000,2607.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,143,60,83,499.0000,2622.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,144,60,84,499.0000,2622.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,145,60,85,499.0000,2622.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,146,60,86,542.0000,2706.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,147,60,87,542.0000,2706.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,148,60,88,542.0000,2706.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,149,60,89,542.0000,2706.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,150,60,90,542.0000,2706.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,151,60,91,542.0000,2706.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,152,60,92,542.0000,2706.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,153,60,93,547.0000,2711.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,154,60,94,548.0000,2712.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,155,60,95,555.0000,2719.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,156,60,96,555.0000,2719.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,157,60,97,555.0000,2719.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,158,60,98,555.0000,2719.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,159,60,99,555.0000,2719.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,160,60,100,556.0000,2720.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,161,60,101,556.0000,2720.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,162,60,102,556.0000,2720.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,163,60,103,556.0000,2720.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,164,60,104,556.0000,2720.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,165,60,105,556.0000,2720.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,166,60,106,556.0000,2720.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,167,60,107,550.0000,2707.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,168,60,108,550.0000,2707.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,169,60,109,559.0000,2725.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,170,60,110,559.0000,2725.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,171,60,111,559.0000,2725.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,172,60,112,561.0000,2727.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,173,60,113,561.0000,2727.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,174,60,114,560.0000,2724.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,175,60,115,560.0000,2724.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,176,60,116,558.0000,2710.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,177,60,117,558.0000,2710.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,178,60,118,558.0000,2710.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,179,60,119,558.0000,2710.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,180,60,120,558.0000,2710.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,181,60,121,558.0000,2710.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,182,60,122,558.0000,2710.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,183,60,123,558.0000,2710.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,184,60,124,558.0000,2710.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,185,60,125,565.0000,2717.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,186,60,126,565.0000,2717.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,187,60,127,566.0000,2718.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,188,60,128,566.0000,2718.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,189,60,129,566.0000,2718.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,190,60,130,566.0000,2718.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,191,60,131,568.0000,2720.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,192,60,132,568.0000,2720.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,193,60,133,568.0000,2720.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,194,60,134,570.0000,3712.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,195,60,135,570.0000,3712.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,196,60,136,570.0000,3712.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,197,60,137,570.0000,3712.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,198,60,138,570.0000,3712.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,199,60,139,570.0000,3712.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case03_m200,synthetic,0.7000,fullydynamic,200,60,140,572.0000,4704.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,1,0,1,0.0000,0.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,2,0,2,10.0000,10.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,3,0,3,10.0000,10.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,4,0,4,10.0000,10.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,5,0,5,141.0000,141.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,6,0,6,147.0000,147.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,7,0,7,146.0000,146.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,8,0,8,146.0000,146.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,9,0,9,146.0000,146.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,10,0,10,150.0000,2122.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,11,0,11,150.0000,2122.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,12,0,12,152.0000,3114.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,13,0,13,159.0000,3121.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,14,0,14,159.0000,3121.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,15,0,15,159.0000,3121.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,16,0,16,159.0000,3121.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,17,0,17,159.0000,3121.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,18,0,18,159.0000,3121.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,19,0,19,160.0000,3617.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,20,0,20,160.0000,3617.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,21,0,21,160.0000,3617.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,22,0,22,160.0000,3617.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,23,0,23,160.0000,3617.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,24,0,24,165.0000,3622.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,25,0,25,173.0000,3630.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,26,0,26,173.0000,3630.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,27,0,27,173.0000,3630.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,28,0,28,444.0000,4044.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,29,0,29,444.0000,4044.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,30,0,30,444.0000,4044.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,31,0,31,445.0000,4045.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,32,0,32,445.0000,4045.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,33,0,33,456.0000,4056.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,34,0,34,457.0000,4058.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,35,0,35,457.0000,4058.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,36,0,36,457.0000,4058.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,37,0,37,458.0000,4059.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,38,0,38,458.0000,4059.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,39,0,39,458.0000,4059.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,fullydynamic,40,0,40,466.0000,4067.0000
