test_case,graph_name,error_rate,algo,step_j,last_match_i,eta_e,eta_v,eta_v_star
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,decremental,171,0,171,696.0000,7861.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,decremental,172,0,172,859.0000,8079.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,decremental,173,0,173,862.0000,9570.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,decremental,174,0,174,863.0000,9571.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,decremental,175,0,175,863.0000,9571.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,decremental,176,0,176,863.0000,9571.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,decremental,177,0,177,866.0000,9574.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,decremental,178,0,178,865.0000,9573.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,decremental,179,0,179,865.0000,9573.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,decremental,180,0,180,864.0000,9571.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,decremental,181,0,181,864.0000,9571.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,decremental,182,0,182,864.0000,9571.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,decremental,183,0,183,864.0000,9571.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,decremental,184,0,184,863.0000,9570.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,decremental,185,0,185,861.0000,9567.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,decremental,186,0,186,859.0000,9565.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,decremental,187,0,187,859.0000,9565.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,decremental,188,0,188,857.0000,9562.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,decremental,189,0,189,857.0000,9562.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,decremental,190,0,190,857.0000,9562.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,decremental,191,0,191,856.0000,9561.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,decremental,192,0,192,854.0000,9559.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,decremental,193,0,193,852.0000,9562.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,decremental,194,0,194,858.0000,9568.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,decremental,195,0,195,857.0000,9566.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,decremental,196,0,196,856.0000,9564.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,decremental,197,0,197,856.0000,9564.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,decremental,198,0,198,855.0000,9563.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,decremental,199,0,199,855.0000,9563.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,decremental,200,0,200,854.0000,9562.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,1,0,1,0.0000,0.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,2,0,2,4.0000,1976.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,3,0,3,4.0000,1976.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,4,0,4,4.0000,1976.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,5,0,5,4.0000,1976.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,6,0,6,4.0000,1976.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,7,0,7,4.0000,1976.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,8,0,8,9.0000,1981.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,9,0,9,9.0000,1981.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,10,0,10,16.0000,1988.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,11,0,11,16.0000,1988.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,12,0,12,16.0000,1988.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,13,0,13,16.0000,1988.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,14,0,14,16.0000,1988.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,15,0,15,16.0000,1988.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,16,0,16,16.0000,1988.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,17,0,17,16.0000,1988.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,18,0,18,20.0000,3972.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,19,0,19,20.0000,3972.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,20,0,20,20.0000,3972.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,21,0,21,32.0000,3984.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,22,0,22,32.0000,3984.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,23,0,23,32.0000,3984.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,24,0,24,32.0000,3984.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,25,0,25,32.0000,3984.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,26,0,26,32.0000,3984.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,27,0,27,32.0000,3984.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,28,0,28,32.0000,3984.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,29,0,29,49.0000,4001.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,30,0,30,49.0000,4001.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,31,0,31,49.0000,4001.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,32,0,32,49.0000,4001.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,33,0,33,49.0000,4001.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,34,0,34,49.0000,4001.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,35,0,35,49.0000,4001.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,36,0,36,49.0000,4001.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,37,0,37,49.0000,4001.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,38,0,38,49.0000,4001.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,39,0,39,64.0000,4016.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,40,0,40,64.0000,4016.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,41,0,41,70.0000,4022.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,42,0,42,70.0000,4022.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,43,0,43,70.0000,4022.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,44,0,44,70.0000,4022.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,45,0,45,70.0000,4022.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,46,0,46,69.0000,4021.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,47,0,47,69.0000,4021.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,48,0,48,69.0000,4021.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,49,0,49,69.0000,4021.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,50,0,50,69.0000,4021.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,51,0,51,69.0000,4021.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,52,0,52,69.0000,4021.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,53,0,53,69.0000,4021.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,54,0,54,69.0000,4021.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,55,0,55,90.0000,4042.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,56,0,56,90.0000,4042.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,57,0,57,90.0000,4042.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,58,0,58,90.0000,4042.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,59,0,59,90.0000,4042.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,60,0,60,90.0000,4042.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,61,0,61,90.0000,4042.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,62,0,62,89.0000,4041.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,63,0,63,89.0000,4041.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,64,0,64,89.0000,4041.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,65,0,65,89.0000,4041.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,66,0,66,89.0000,4041.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,67,0,67,89.0000,4041.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,68,0,68,88.0000,4040.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,69,0,69,88.0000,4040.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,70,0,70,88.0000,4040.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,71,0,71,88.0000,4040.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,72,0,72,112.0000,4076.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,73,0,73,111.0000,4079.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,74,0,74,111.0000,4079.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,75,0,75,111.0000,4079.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,76,0,76,111.0000,4079.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,77,0,77,111.0000,4079.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,78,0,78,111.0000,4079.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,79,0,79,111.0000,4079.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,80,0,80,111.0000,4079.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,81,0,81,111.0000,4079.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,82,0,82,111.0000,4079.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,83,0,83,111.0000,4079.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,84,0,84,111.0000,4079.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,85,0,85,110.0000,4078.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,86,0,86,113.0000,5566.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,87,0,87,113.0000,5566.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,88,0,88,113.0000,5566.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,89,0,89,113.0000,5566.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,90,0,90,113.0000,5566.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,91,0,91,113.0000,5566.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,92,0,92,113.0000,5566.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,93,0,93,113.0000,5566.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,94,0,94,113.0000,5566.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,95,0,95,113.0000,5566.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,96,0,96,113.0000,5566.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,97,0,97,112.0000,5565.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,98,0,98,112.0000,5565.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,99,0,99,123.0000,5576.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,100,0,100,123.0000,5576.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,101,0,101,123.0000,5576.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,102,0,102,123.0000,5576.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,103,0,103,123.0000,5576.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,104,0,104,123.0000,5576.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,105,0,105,130.0000,5590.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,106,0,106,177.0000,7625.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,107,0,107,177.0000,7625.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,108,0,108,177.0000,7625.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,109,0,109,177.0000,7625.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,110,0,110,177.0000,7625.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,111,0,111,177.0000,7625.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,112,0,112,177.0000,7625.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,113,0,113,176.0000,7623.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,114,0,114,176.0000,7623.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,115,0,115,176.0000,7623.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,116,0,116,187.0000,7634.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,117,0,117,187.0000,7634.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,118,0,118,189.0000,7636.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,119,0,119,199.0000,7646.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,120,0,120,198.0000,7645.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,121,0,121,198.0000,7645.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,122,0,122,198.0000,7645.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,123,0,123,201.0000,9130.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,124,0,124,201.0000,9130.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,125,0,125,201.0000,9130.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,126,0,126,201.0000,9130.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,127,0,127,215.0000,9144.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,128,0,128,215.0000,9144.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,129,0,129,215.0000,9144.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,130,0,130,215.0000,9144.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,131,0,131,216.0000,9641.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,132,0,132,216.0000,9641.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,133,0,133,216.0000,9641.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,134,0,134,216.0000,9641.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,135,0,135,248.0000,9686.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,136,0,136,248.0000,9686.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,137,0,137,248.0000,9686.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,138,0,138,248.0000,9686.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,139,0,139,247.0000,9685.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,140,0,140,350.0000,9836.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,141,0,141,350.0000,9836.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,142,0,142,350.0000,9836.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,143,0,143,350.0000,9836.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,144,0,144,542.0000,10100.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,145,0,145,542.0000,10100.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,146,0,146,542.0000,10100.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,147,0,147,541.0000,10107.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,148,0,148,541.0000,10107.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,149,0,149,574.0000,10149.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,150,0,150,574.0000,10149.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,151,0,151,573.0000,10151.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,152,0,152,573.0000,10151.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,153,0,153,573.0000,10151.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,154,0,154,573.0000,10151.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,155,0,155,573.0000,10151.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,156,0,156,573.0000,10151.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,157,0,157,573.0000,10151.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,158,0,158,572.0000,10150.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,159,0,159,581.0000,10159.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,160,0,160,585.0000,14115.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,161,0,161,584.0000,14114.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,162,0,162,693.0000,14260.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,163,0,163,692.0000,14259.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,164,0,164,692.0000,14259.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,165,0,165,711.0000,14298.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,166,0,166,711.0000,14298.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,167,0,167,711.0000,14298.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,168,0,168,710.0000,14296.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,169,0,169,709.0000,14295.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,170,0,170,709.0000,14295.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,171,0,171,707.0000,14291.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,172,0,172,706.0000,14290.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,173,0,173,706.0000,14290.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,174,0,174,706.0000,14290.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,175,0,175,706.0000,14290.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,176,0,176,706.0000,14290.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,177,0,177,704.0000,14288.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,178,0,178,703.0000,14293.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,179,0,179,703.0000,14293.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,180,0,180,703.0000,14293.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,181,0,181,703.0000,14293.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,182,0,182,703.0000,14293.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,183,0,183,702.0000,14292.0000
graph_synthetic_mode_decremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,decremental,184,0,184,701.0000,14290.0000
